#,Review,Sentiment Score,Sentiment,,,,
122,"When paying out my mother's life insurance, Uniqa used a stalling tactic that is very dubious and not praiseworthy. I cannot recommend Uniqa and I am glad that I have my insurance with another company. You have insurance that you can If times are bad, you get help quickly, you take out insurance for that, if the insured event occurs, Uniqa lets you down, puts you off, delays, ... if you mention that you want to contact consumer protection, then they threaten that it will take even longer goes.",-0.9,Negative,,vvd,10,
123,"I am very disappointed with uniqua! Not only is the performance of the fund managers very weak (-10% in the last 3 years, in comparison DAX approx. +10%, MSCi World +20%), the customer service is also very weak! When billing the fund life insurance, the deposit value was simply announced, how the deposit value was determined is apparently of no interest to the customer! It's a shame, you can't recommend uniqua!",-0.9,Negative,,insured,9,
124,I can only advise against taking out insurance with UNIQA. They want to tell me that I should first arrange my trip cancellation through credit card insurance...you would pay the rest. That's why I took out travel cancellation insurance!! Sheer nonsense. Go to a lawyer immediately - I won't even bother with that. But for people without a lawyer - go somewhere else.,-0.9,Negative,,than,9,
125,"Bad experience, you are not treated like a customer here. Apparently they forget that they make a living from their customers - so if you want paid enemies, you're in good hands here - of course there are exceptions: My supervisor is great! But the supervisors who are good don't really have many skills and those who decide have no idea or simply ignore the fact that if they continue like this they will have fewer and fewer customers.Self-reflection is a foreign word here and that's why In my opinion one star is too much.",-0.9,Negative,,off,9,
126,"I don't know why no satisfied customers write here. I can only say the best about my supervisor Hubert Hartmann. Very competent and extremely courteous and reliable. No matter whether by email, WhatsApp or call. Everything will be done immediately. Thanks. Ingeborg Koch",0.9,Positive,,why,9,
,,,,,being,9,
,,,,,advisor,9,
,,,,,over,9,
,,,,,life,9,
,,,,,times,9,
,,,,,letter,9,
,,,,,austria,9,
,,,,,bad,9,
,,,,,reviews,9,
,,,,,new,8,
,,,,,cancel,8,
,,,,,first,8,
,,,,,away,8,
,,,,,thank,8,
,,,,,since,8,
,,,,,medical,8,
,,,,,which,8,
,,,,,though,8,
,,,,,doctor,8,
,,,,,know,8,
,,,,,want,8,
,,,,,two,8,
,,,,,2,7,
,,,,,contact,7,
,,,,,days,7,
,,,,,always,7,
,,,,,three,7,
,,,,,their,7,
,,,,,several,7,
,,,,,premium,7,
,,,,,stay,7,
,,,,,address,7,
,,,,,wanted,7,
,,,,,nothing,7,
,,,,,call,7,
,,,,,paying,7,
,,,,,advise,7,
,,,,,told,7,
,,,,,termination,7,
,,,,,really,7,
,,,,,terminated,7,
,,,,,doesn,7,
,,,,,took,7,
,,,,,questions,7,
,,,,,policy,7,
,,,,,3,6,
,,,,,20,6,
,,,,,already,6,
,,,,,ve,6,
,,,,,m,6,
,,,,,longer,6,
,,,,,benefits,6,
,,,,,contracts,6,
,,,,,almost,6,
,,,,,could,6,
,,,,,did,6,
,,,,,she,6,
,,,,,such,6,
,,,,,receive,6,
,,,,,cannot,6,
,,,,,premiums,6,
,,,,,into,6,
,,,,,still,6,
,,,,,these,6,
,,,,,car,6,
,,,,,notice,6,
,,,,,year,6,
,,,,,lawyer,6,
,,,,,vehicle,6,
,,,,,apparently,6,
,,,,,much,6,
,,,,,recommend,6,
,,,,,debited,6,
,,,,,up,6,
,,,,,response,6,
,,,,,event,6,
,,,,,0,5,
,,,,,4,5,
,,,,,10,5,
,,,,,via,5,
,,,,,us,5,
,,,,,great,5,
,,,,,staff,5,
,,,,,left,5,
,,,,,care,5,
,,,,,interruption,5,
,,,,,reach,5,
,,,,,waiting,5,
,,,,,euros,5,
,,,,,hands,5,
,,,,,haven,5,
,,,,,trying,5,
,,,,,them,5,
,,,,,either,5,
,,,,,suddenly,5,
,,,,,how,5,
,,,,,work,5,
,,,,,single,5,
,,,,,ever,5,
,,,,,reached,5,
,,,,,answered,5,
,,,,,writing,5,
,,,,,amount,5,
,,,,,claim,5,
,,,,,our,5,
,,,,,office,5,
,,,,,his,5,
,,,,,him,5,
,,,,,immediately,5,
,,,,,taken,5,
,,,,,old,5,
,,,,,advice,5,
,,,,,star,5,
,,,,,portal,5,
,,,,,cases,5,
,,,,,1st,5,
,,,,,companies,5,
,,,,,credit,5,
,,,,,broker,5,
,,,,,re,5,
,,,,,profile,5,
,,,,,5,4,
,,,,,14,4,
,,,,,15,4,
,,,,,100,4,
,,,,,2023,4,
,,,,,required,4,
,,,,,informed,4,
,,,,,called,4,
,,,,,written,4,
,,,,,confirmation,4,
,,,,,put,4,
,,,,,incorrect,4,
,,,,,anyone,4,
,,,,,inquiries,4,
,,,,,keep,4,
,,,,,last,4,
,,,,,beforehand,4,
,,,,,say,4,
,,,,,support,4,
,,,,,monthly,4,
,,,,,ll,4,
,,,,,same,4,
,,,,,emails,4,
,,,,,post,4,
,,,,,processed,4,
,,,,,comes,4,
,,,,,debits,4,
,,,,,down,4,
,,,,,need,4,
,,,,,costs,4,
,,,,,competent,4,
,,,,,best,4,
,,,,,health,4,
,,,,,claimed,4,
,,,,,before,4,
,,,,,examination,4,
,,,,,asked,4,
,,,,,documents,4,
,,,,,requested,4,
,,,,,idea,4,
,,,,,account,4,
,,,,,most,4,
,,,,,every,4,
,,,,,respond,4,
,,,,,back,4,
,,,,,different,4,
,,,,,many,4,
,,,,,third,4,
,,,,,other,4,
,,,,,made,4,
,,,,,real,4,
,,,,,submit,4,
,,,,,request,4,
,,,,,too,4,
,,,,,processing,4,
,,,,,thanks,4,
,,,,,soon,4,
,,,,,went,4,
,,,,,ago,4,
,,,,,impudence,4,
,,,,,way,4,
,,,,,employees,4,
,,,,,give,4,
,,,,,case,4,
,,,,,despite,4,
,,,,,taking,4,
,,,,,person,4,
,,,,,completely,4,
,,,,,experiences,4,
,,,,,comprehensive,4,
,,,,,yourself,4,
,,,,,billing,4,
,,,,,permanent,4,
,,,,,go,4,
,,,,,free,4,
,,,,,information,4,
,,,,,far,4,
,,,,,1,3,
,,,,,356,3,
,,,,,house,3,
,,,,,write,3,
,,,,,see,3,
,,,,,automatic,3,
,,,,,calls,3,
,,,,,incompetent,3,
,,,,,negative,3,
,,,,,claims,3,
,,,,,based,3,
,,,,,reasons,3,
,,,,,example,3,
,,,,,denied,3,
,,,,,responsible,3,
,,,,,month,3,
,,,,,direct,3,
,,,,,november,3,
,,,,,repeated,3,
,,,,,start,3,
,,,,,according,3,
,,,,,signed,3,
,,,,,yes,3,
,,,,,happened,3,
,,,,,additional,3,
,,,,,little,3,
,,,,,said,3,
,,,,,enough,3,
,,,,,employee,3,
,,,,,certain,3,
,,,,,think,3,
,,,,,bill,3,
,,,,,dubious,3,
,,,,,mail,3,
,,,,,done,3,
,,,,,found,3,
,,,,,further,3,
,,,,,mention,3,
,,,,,says,3,
,,,,,consultant,3,
,,,,,unfriendly,3,
,,,,,increase,3,
,,,,,allowed,3,
,,,,,tell,3,
,,,,,clear,3,
,,,,,payment,3,
,,,,,things,3,
,,,,,immediate,3,
,,,,,effect,3,
,,,,,data,3,
,,,,,absolutely,3,
,,,,,constantly,3,
,,,,,where,3,
,,,,,period,3,
,,,,,came,3,
,,,,,invoices,3,
,,,,,answers,3,
,,,,,pure,3,
,,,,,rip,3,
,,,,,wasn,3,
,,,,,cover,3,
,,,,,use,3,
,,,,,relationships,3,
,,,,,club,3,
,,,,,although,3,
,,,,,etc,3,
,,,,,someone,3,
,,,,,motor,3,
,,,,,forget,3,
,,,,,kept,3,
,,,,,end,3,
,,,,,disappointed,3,
,,,,,reaction,3,
,,,,,family,3,
,,,,,opinion,3,
,,,,,rejection,3,
,,,,,covered,3,
,,,,,dear,3,
,,,,,everyone,3,
,,,,,quickly,3,
,,,,,moved,3,
,,,,,supervisor,3,
,,,,,number,3,
,,,,,interest,3,
,,,,,beginning,3,
,,,,,october,3,
,,,,,december,3,
,,,,,satisfied,3,
,,,,,sign,3,
,,,,,interview,3,
,,,,,austrian,3,
,,,,,tried,3,
,,,,,august,3,
,,,,,scrum,3,
,,,,,report,3,
,,,,,complaints,3,
,,,,,shame,3,
,,,,,possible,3,
,,,,,name,3,
,,,,,won,3,
,,,,,continue,3,
,,,,,self,3,
,,,,,ignore,3,
,,,,,value,3,
,,,,,e,3,
,,,,,expensive,3,
,,,,,telephone,3,
,,,,,its,3,
,,,,,own,3,
,,,,,whether,3,
,,,,,registered,3,
,,,,,reason,3,
,,,,,matter,3,
,,,,,help,3,
,,,,,find,3,
,,,,,approach,3,
,,,,,both,3,
,,,,,february,3,
,,,,,deducted,3,
,,,,,weeks,3,
,,,,,gross,3,
,,,,,negligence,3,
,,,,,traffic,3,
,,,,,comment,3,
,,,,,bank,3,
,,,,,works,3,
,,,,,against,3,
,,,,,extremely,3,
,,,,,trustpilot,3,
,,,,,2010,2,
,,,,,2020,2,
,,,,,2021,2,
,,,,,experienced,2,
,,,,,unprofessional,2,
,,,,,previously,2,
,,,,,owner,2,
,,,,,attached,2,
,,,,,few,2,
,,,,,register,2,
,,,,,welcome,2,
,,,,,twice,2,
,,,,,signatures,2,
,,,,,letters,2,
,,,,,rejected,2,
,,,,,option,2,
,,,,,file,2,
,,,,,lawsuit,2,
,,,,,older,2,
,,,,,while,2,
,,,,,due,2,
,,,,,compensation,2,
,,,,,pain,2,
,,,,,sure,2,
,,,,,april,2,
,,,,,right,2,
,,,,,wait,2,
,,,,,making,2,
,,,,,exactly,2,
,,,,,choose,2,
,,,,,definitely,2,
,,,,,wrong,2,
,,,,,000,2,
,,,,,break,2,
,,,,,others,2,
,,,,,consider,2,
,,,,,unbelievable,2,
,,,,,treat,2,
,,,,,household,2,
,,,,,myself,2,
,,,,,colleague,2,
,,,,,parent,2,
,,,,,thought,2,
,,,,,worry,2,
,,,,,thrown,2,
,,,,,deposits,2,
,,,,,around,2,
,,,,,future,2,
,,,,,provision,2,
,,,,,repair,2,
,,,,,lucky,2,
,,,,,neither,2,
,,,,,nor,2,
,,,,,level,2,
,,,,,decades,2,
,,,,,payout,2,
,,,,,less,2,
,,,,,ripped,2,
,,,,,march,2,
,,,,,submitted,2,
,,,,,later,2,
,,,,,absolute,2,
,,,,,conversation,2,
,,,,,consultants,2,
,,,,,look,2,
,,,,,discussed,2,
,,,,,husband,2,
,,,,,intervertebral,2,
,,,,,discs,2,
,,,,,treated,2,
,,,,,giving,2,
,,,,,injured,2,
,,,,,receipt,2,
,,,,,better,2,
,,,,,contributions,2,
,,,,,zero,2,
,,,,,supposedly,2,
,,,,,decision,2,
,,,,,excellent,2,
,,,,,expected,2,
,,,,,arrange,2,
,,,,,wife,2,
,,,,,day,2,
,,,,,her,2,
,,,,,personal,2,
,,,,,expect,2,
,,,,,least,2,
,,,,,stuck,2,
,,,,,extended,2,
,,,,,law,2,
,,,,,refuses,2,
,,,,,media,2,
,,,,,somehow,2,
,,,,,foreign,2,
,,,,,lousy,2,
,,,,,4th,2,
,,,,,changed,2,
,,,,,talking,2,
,,,,,terms,2,
,,,,,conditions,2,
,,,,,makes,2,
,,,,,private,2,
,,,,,adjustment,2,
,,,,,complete,2,
,,,,,waste,2,
,,,,,lot,2,
,,,,,vienna,2,
,,,,,helped,2,
,,,,,previous,2,
,,,,,instead,2,
,,,,,contacted,2,
,,,,,probably,2,
,,,,,return,2,
,,,,,today,2,
,,,,,during,2,
,,,,,actual,2,
,,,,,annual,2,
,,,,,loan,2,
,,,,,heard,2,
,,,,,tactics,2,
,,,,,may,2,
,,,,,delayed,2,
,,,,,large,2,
,,,,,applications,2,
,,,,,effort,2,
,,,,,interviewee,2,
,,,,,jealous,2,
,,,,,saw,2,
,,,,,knew,2,
,,,,,under,2,
,,,,,second,2,
,,,,,wouldn,2,
,,,,,let,2,
,,,,,face,2,
,,,,,whole,2,
,,,,,fees,2,
,,,,,quite,2,
,,,,,carried,2,
,,,,,visit,2,
,,,,,obligation,2,
,,,,,avoid,2,
,,,,,higher,2,
,,,,,2g,2,
,,,,,highly,2,
,,,,,collect,2,
,,,,,employed,2,
,,,,,basis,2,
,,,,,criminal,2,
,,,,,ukraine,2,
,,,,,local,2,
,,,,,existing,2,
,,,,,compared,2,
,,,,,significantly,2,
,,,,,stubborn,2,
,,,,,final,2,
,,,,,timely,2,
,,,,,manner,2,
,,,,,deadline,2,
,,,,,standard,2,
,,,,,prescribed,2,
,,,,,incredible,2,
,,,,,accept,2,
,,,,,package,2,
,,,,,requests,2,
,,,,,talks,2,
,,,,,those,2,
,,,,,iban,2,
,,,,,lady,2,
,,,,,actually,2,
,,,,,occurs,2,
,,,,,minutes,2,
,,,,,ensure,2,
,,,,,tirol,2,
,,,,,reduced,2,
,,,,,change,2,
,,,,,agency,2,
,,,,,sense,2,
,,,,,unanswered,2,
,,,,,assigned,2,
,,,,,benefit,2,
,,,,,transparent,2,
,,,,,kind,2,
,,,,,police,2,
,,,,,takes,2,
,,,,,policyholders,2,
,,,,,3rd,2,
,,,,,place,2,
,,,,,28th,2,
,,,,,communication,2,
,,,,,hasn,2,
,,,,,excuse,2,
,,,,,worth,2,
,,,,,follow,2,
,,,,,clerk,2,
,,,,,disability,2,
,,,,,reports,2,
,,,,,security,2,
,,,,,recommended,2,
,,,,,world,2,
,,,,,fact,2,
,,,,,addition,2,
,,,,,properly,2,
,,,,,doing,2,
,,,,,january,2,
,,,,,stopped,2,
,,,,,transfer,2,
,,,,,friendly,2,
,,,,,loss,2,
,,,,,incapacity,2,
,,,,,payments,2,
,,,,,expert,2,
,,,,,active,2,
,,,,,services,2,
,,,,,used,2,
,,,,,performance,2,
,,,,,worst,2,
,,,,,corona,2,
,,,,,access,2,
,,,,,tools,2,
,,,,,strengthen,2,
,,,,,learn,2,
,,,,,managers,2,
,,,,,submission,2,
,,,,,debiting,2,
,,,,,through,2,
,,,,,nobody,2,
,,,,,course,2,
,,,,,nonsense,2,
,,,,,consumer,2,
,,,,,sparkasse,2,
,,,,,announced,2,
,,,,,orders,2,
,,,,,tactic,2,
,,,,,word,2,
,,,,,fund,2,
,,,,,weak,2,
,,,,,deposit,2,
,,,,,fewer,2,
,,,,,8,1,
,,,,,9,1,
,,,,,12,1,
,,,,,21,1,
,,,,,23,1,
,,,,,24,1,
,,,,,28,1,
,,,,,30,1,
,,,,,40,1,
,,,,,60,1,
,,,,,62,1,
,,,,,75,1,
,,,,,81,1,
,,,,,87,1,
,,,,,95,1,
,,,,,111,1,
,,,,,198,1,
,,,,,200,1,
,,,,,300,1,
,,,,,480,1,
,,,,,481,1,
,,,,,712,1,
,,,,,1000,1,
,,,,,2016,1,
,,,,,2019,1,
,,,,,38110,1,
,,,,,58199,1,
,,,,,5842748,1,
,,,,,rarely,1,
,,,,,purchased,1,
,,,,,form,1,
,,,,,purchase,1,
,,,,,please,1,
,,,,,worked,1,
,,,,,land,1,
,,,,,circus,1,
,,,,,cancellations,1,
,,,,,anymore,1,
,,,,,names,1,
,,,,,mostly,1,
,,,,,justified,1,
,,,,,technically,1,
,,,,,factually,1,
,,,,,spa,1,
,,,,,rib,1,
,,,,,fractures,1,
,,,,,lack,1,
,,,,,suffering,1,
,,,,,criminals,1,
,,,,,advantage,1,
,,,,,charged,1,
,,,,,discount,1,
,,,,,torn,1,
,,,,,ligament,1,
,,,,,cheekiness,1,
,,,,,remuneration,1,
,,,,,repeatedly,1,
,,,,,refused,1,
,,,,,capable,1,
,,,,,save,1,
,,,,,ok,1,
,,,,,excuses,1,
,,,,,mine,1,
,,,,,reputable,1,
,,,,,assumes,1,
,,,,,amounting,1,
,,,,,nasty,1,
,,,,,victim,1,
,,,,,lurch,1,
,,,,,wet,1,
,,,,,apartment,1,
,,,,,must,1,
,,,,,broken,1,
,,,,,defend,1,
,,,,,dropped,1,
,,,,,glasses,1,
,,,,,garnix,1,
,,,,,minors,1,
,,,,,turned,1,
,,,,,discussions,1,
,,,,,sum,1,
,,,,,subsidized,1,
,,,,,financial,1,
,,,,,performances,1,
,,,,,speculate,1,
,,,,,water,1,
,,,,,date,1,
,,,,,forever,1,
,,,,,wading,1,
,,,,,queue,1,
,,,,,apology,1,
,,,,,friendliness,1,
,,,,,deal,1,
,,,,,next,1,
,,,,,deals,1,
,,,,,24th,1,
,,,,,notices,1,
,,,,,conclusion,1,
,,,,,forwarded,1,
,,,,,chance,1,
,,,,,disgrace,1,
,,,,,punctual,1,
,,,,,reimbursement,1,
,,,,,run,1,
,,,,,impossible,1,
,,,,,anyway,1,
,,,,,poor,1,
,,,,,knowledge,1,
,,,,,angry,1,
,,,,,head,1,
,,,,,whom,1,
,,,,,complaint,1,
,,,,,praise,1,
,,,,,solutions,1,
,,,,,necessarily,1,
,,,,,considered,1,
,,,,,inflation,1,
,,,,,related,1,
,,,,,therapy,1,
,,,,,medication,1,
,,,,,treatment,1,
,,,,,began,1,
,,,,,skiing,1,
,,,,,started,1,
,,,,,daughter,1,
,,,,,discreet,1,
,,,,,concluding,1,
,,,,,causing,1,
,,,,,reliably,1,
,,,,,upon,1,
,,,,,postponed,1,
,,,,,sad,1,
,,,,,promises,1,
,,,,,headquarters,1,
,,,,,accounting,1,
,,,,,throw,1,
,,,,,danube,1,
,,,,,operate,1,
,,,,,popular,1,
,,,,,austrians,1,
,,,,,incomprehensible,1,
,,,,,hips,1,
,,,,,withdraw,1,
,,,,,russia,1,
,,,,,some,1,
,,,,,rbi,1,
,,,,,heinz,1,
,,,,,herta,1,
,,,,,lumpe,1,
,,,,,mess,1,
,,,,,certificates,1,
,,,,,knowingly,1,
,,,,,assessed,1,
,,,,,incorrectly,1,
,,,,,deleted,1,
,,,,,crying,1,
,,,,,mood,1,
,,,,,insulted,1,
,,,,,harassed,1,
,,,,,humiliated,1,
,,,,,greeting,1,
,,,,,morning,1,
,,,,,imagine,1,
,,,,,bitter,1,
,,,,,reality,1,
,,,,,values,1,
,,,,,property,1,
,,,,,offer,1,
,,,,,similar,1,
,,,,,lead,1,
,,,,,week,1,
,,,,,literally,1,
,,,,,proper,1,
,,,,,highest,1,
,,,,,include,1,
,,,,,labor,1,
,,,,,vacation,1,
,,,,,rtl,1,
,,,,,exert,1,
,,,,,bit,1,
,,,,,pressure,1,
,,,,,representation,1,
,,,,,express,1,
,,,,,itself,1,
,,,,,seminars,1,
,,,,,field,1,
,,,,,barcelona,1,
,,,,,ladies,1,
,,,,,gentlemen,1,
,,,,,hear,1,
,,,,,each,1,
,,,,,rare,1,
,,,,,diligently,1,
,,,,,reminders,1,
,,,,,try,1,
,,,,,explain,1,
,,,,,verse,1,
,,,,,necessary,1,
,,,,,mindless,1,
,,,,,puppets,1,
,,,,,amen,1,
,,,,,refer,1,
,,,,,title,1,
,,,,,secret,1,
,,,,,closing,1,
,,,,,tiny,1,
,,,,,detail,1,
,,,,,catastrophic,1,
,,,,,settlement,1,
,,,,,hell,1,
,,,,,infinitely,1,
,,,,,complicated,1,
,,,,,talk,1,
,,,,,innovations,1,
,,,,,digitalization,1,
,,,,,pdfs,1,
,,,,,print,1,
,,,,,scan,1,
,,,,,confusing,1,
,,,,,policies,1,
,,,,,idiot,1,
,,,,,recently,1,
,,,,,helicopter,1,
,,,,,difficult,1,
,,,,,terrain,1,
,,,,,son,1,
,,,,,stung,1,
,,,,,wasp,1,
,,,,,allergic,1,
,,,,,expensively,1,
,,,,,cost,1,
,,,,,hospital,1,
,,,,,accompanied,1,
,,,,,promise,1,
,,,,,reifeeisen,1,
,,,,,warn,1,
,,,,,throwing,1,
,,,,,given,1,
,,,,,replace,1,
,,,,,unlucky,1,
,,,,,gotten,1,
,,,,,trouble,1,
,,,,,canceling,1,
,,,,,cross,1,
,,,,,border,1,
,,,,,commuter,1,
,,,,,deduction,1,
,,,,,overreacted,1,
,,,,,panic,1,
,,,,,reacted,1,
,,,,,agree,1,
,,,,,speakers,1,
,,,,,forgot,1,
,,,,,enter,1,
,,,,,slip,1,
,,,,,remained,1,
,,,,,hired,1,
,,,,,personally,1,
,,,,,laborious,1,
,,,,,officials,1,
,,,,,central,1,
,,,,,master,1,
,,,,,employer,1,
,,,,,automated,1,
,,,,,human,1,
,,,,,influence,1,
,,,,,pleasure,1,
,,,,,fee,1,
,,,,,responded,1,
,,,,,regularly,1,
,,,,,apart,1,
,,,,,going,1,
,,,,,trustworthy,1,
,,,,,consultation,1,
,,,,,led,1,
,,,,,believe,1,
,,,,,unfounded,1,
,,,,,describe,1,
,,,,,honest,1,
,,,,,repurchase,1,
,,,,,credits,1,
,,,,,optimal,1,
,,,,,delaying,1,
,,,,,film,1,
,,,,,worthy,1,
,,,,,collecting,1,
,,,,,careful,1,
,,,,,afraid,1,
,,,,,commission,1,
,,,,,feel,1,
,,,,,towards,1,
,,,,,generally,1,
,,,,,advisors,1,
,,,,,uncertainty,1,
,,,,,origin,1,
,,,,,laugh,1,
,,,,,stress,1,
,,,,,man,1,
,,,,,organized,1,
,,,,,partners,1,
,,,,,except,1,
,,,,,participate,1,
,,,,,interviewees,1,
,,,,,turn,1,
,,,,,camera,1,
,,,,,behavior,1,
,,,,,realized,1,
,,,,,rid,1,
,,,,,answering,1,
,,,,,connection,1,
,,,,,disconnected,1,
,,,,,reconnect,1,
,,,,,meeting,1,
,,,,,quiet,1,
,,,,,obvious,1,
,,,,,partner,1,
,,,,,descent,1,
,,,,,belittle,1,
,,,,,felt,1,
,,,,,energy,1,
,,,,,total,1,
,,,,,doctors,1,
,,,,,whose,1,
,,,,,reasonable,1,
,,,,,average,1,
,,,,,mentioned,1,
,,,,,accused,1,
,,,,,violating,1,
,,,,,headaches,1,
,,,,,neurologist,1,
,,,,,concealed,1,
,,,,,order,1,
,,,,,sold,1,
,,,,,forced,1,
,,,,,reveal,1,
,,,,,successor,1,
,,,,,true,1,
,,,,,crazy,1,
,,,,,regulation,1,
,,,,,relatives,1,
,,,,,horror,1,
,,,,,however,1,
,,,,,fortunate,1,
,,,,,become,1,
,,,,,organization,1,
,,,,,international,1,
,,,,,agreements,1,
,,,,,laws,1,
,,,,,full,1,
,,,,,damages,1,
,,,,,seminar,1,
,,,,,trained,1,
,,,,,sponsor,1,
,,,,,experts,1,
,,,,,szu,1,
,,,,,german,1,
,,,,,branch,1,
,,,,,seriously,1,
,,,,,unattainable,1,
,,,,,adjust,1,
,,,,,reduce,1,
,,,,,pressured,1,
,,,,,beneficial,1,
,,,,,competition,1,
,,,,,hearing,1,
,,,,,refund,1,
,,,,,correspondence,1,
,,,,,grace,1,
,,,,,periods,1,
,,,,,amicable,1,
,,,,,arrangement,1,
,,,,,stars,1,
,,,,,until,1,
,,,,,problem,1,
,,,,,inquire,1,
,,,,,unclear,1,
,,,,,promptly,1,
,,,,,knowing,1,
,,,,,specialist,1,
,,,,,shouted,1,
,,,,,overburdened,1,
,,,,,frustrated,1,
,,,,,gentleman,1,
,,,,,caritas,1,
,,,,,cheater,1,
,,,,,invoice,1,
,,,,,400e,1,
,,,,,scammer,1,
,,,,,agreed,1,
,,,,,attempted,1,
,,,,,avoided,1,
,,,,,g,1,
,,,,,prescription,1,
,,,,,reimbursed,1,
,,,,,grounds,1,
,,,,,furthermore,1,
,,,,,sometimes,1,
,,,,,repaid,1,
,,,,,flexsolution,1,
,,,,,originally,1,
,,,,,global,1,
,,,,,stock,1,
,,,,,market,1,
,,,,,risen,1,
,,,,,big,1,
,,,,,scam,1,
,,,,,lied,1,
,,,,,sounds,1,
,,,,,regardless,1,
,,,,,correspond,1,
,,,,,advertised,1,
,,,,,consulting,1,
,,,,,error,1,
,,,,,website,1,
,,,,,non,1,
,,,,,pointed,1,
,,,,,eu,1,
,,,,,discrimination,1,
,,,,,allegedly,1,
,,,,,superiors,1,
,,,,,light,1,
,,,,,stand,1,
,,,,,moon,1,
,,,,,neptune,1,
,,,,,mercury,1,
,,,,,pluto,1,
,,,,,row,1,
,,,,,subterranean,1,
,,,,,six,1,
,,,,,hold,1,
,,,,,solid,1,
,,,,,punctually,1,
,,,,,repayments,1,
,,,,,currently,1,
,,,,,overwhelmed,1,
,,,,,homepage,1,
,,,,,unable,1,
,,,,,release,1,
,,,,,interested,1,
,,,,,carefully,1,
,,,,,disabilities,1,
,,,,,women,1,
,,,,,men,1,
,,,,,sex,1,
,,,,,lovers,1,
,,,,,bisexuals,1,
,,,,,especially,1,
,,,,,foreigners,1,
,,,,,stolen,1,
,,,,,requesting,1,
,,,,,stated,1,
,,,,,regional,1,
,,,,,directorate,1,
,,,,,innsbruck,1,
,,,,,constructive,1,
,,,,,criticism,1,
,,,,,innovativ,1,
,,,,,maintain,1,
,,,,,quality,1,
,,,,,line,1,
,,,,,overload,1,
,,,,,fraud,1,
,,,,,relevant,1,
,,,,,overwritten,1,
,,,,,hereby,1,
,,,,,resolved,1,
,,,,,seems,1,
,,,,,sell,1,
,,,,,july,1,
,,,,,death,1,
,,,,,foreigner,1,
,,,,,impairment,1,
,,,,,formerly,1,
,,,,,disabled,1,
,,,,,semitic,1,
,,,,,roots,1,
,,,,,bisexual,1,
,,,,,hopefully,1,
,,,,,regards,1,
,,,,,christian,1,
,,,,,andreas,1,
,,,,,drews,1,
,,,,,update,1,
,,,,,actions,1,
,,,,,resulted,1,
,,,,,issuing,1,
,,,,,asking,1,
,,,,,hand,1,
,,,,,license,1,
,,,,,plates,1,
,,,,,registration,1,
,,,,,papers,1,
,,,,,issued,1,
,,,,,reported,1,
,,,,,thankfully,1,
,,,,,afb,1,
,,,,,got,1,
,,,,,corrected,1,
,,,,,seem,1,
,,,,,harm,1,
,,,,,intention,1,
,,,,,yesterday,1,
,,,,,retroactively,1,
,,,,,remains,1,
,,,,,assume,1,
,,,,,intentional,1,
,,,,,drafted,1,
,,,,,affected,1,
,,,,,thursday,1,
,,,,,evening,1,
,,,,,flimsy,1,
,,,,,representative,1,
,,,,,runs,1,
,,,,,door,1,
,,,,,offers,1,
,,,,,annoy,1,
,,,,,passes,1,
,,,,,grubbing,1,
,,,,,steps,1,
,,,,,deregistered,1,
,,,,,demonstrably,1,
,,,,,progression,1,
,,,,,forgotten,1,
,,,,,attention,1,
,,,,,drawn,1,
,,,,,separate,1,
,,,,,component,1,
,,,,,requires,1,
,,,,,transmitted,1,
,,,,,gdpr,1,
,,,,,password,1,
,,,,,separately,1,
,,,,,delay,1,
,,,,,war,1,
,,,,,attrition,1,
,,,,,finest,1,
,,,,,changing,1,
,,,,,clerks,1,
,,,,,within,1,
,,,,,wozbut,1,
,,,,,come,1,
,,,,,shitty,1,
,,,,,p5,1,
,,,,,interesting,1,
,,,,,mr,1,
,,,,,hpi,1,
,,,,,ms,1,
,,,,,eik,1,
,,,,,witnesses,1,
,,,,,arrived,1,
,,,,,investigations,1,
,,,,,goz7,1,
,,,,,v2g5,1,
,,,,,yielded,1,
,,,,,results,1,
,,,,,tracking,1,
,,,,,silent,1,
,,,,,parallel,1,
,,,,,alleged,1,
,,,,,sms,1,
,,,,,mario,1,
,,,,,w,1,
,,,,,drove,1,
,,,,,show,1,
,,,,,otherwise,1,
,,,,,immobilized,1,
,,,,,became,1,
,,,,,removing,1,
,,,,,acted,1,
,,,,,utmost,1,
,,,,,state,1,
,,,,,missing,1,
,,,,,driving,1,
,,,,,dark,1,
,,,,,d,1,
,,,,,braunschweig,1,
,,,,,volkswagen,1,
,,,,,auto,1,
,,,,,versicherung,1,
,,,,,ag,1,
,,,,,dissatisfied,1,
,,,,,normally,1,
,,,,,agent,1,
,,,,,transferred,1,
,,,,,deduct,1,
,,,,,internet,1,
,,,,,terminations,1,
,,,,,accepted,1,
,,,,,meaningless,1,
,,,,,08,1,
,,,,,thinking,1,
,,,,,refrain,1,
,,,,,contains,1,
,,,,,clause,1,
,,,,,concrete,1,
,,,,,commissioned,1,
,,,,,confirm,1,
,,,,,findings,1,
,,,,,provided,1,
,,,,,treating,1,
,,,,,enables,1,
,,,,,stop,1,
,,,,,gone,1,
,,,,,blind,1,
,,,,,carpenter,1,
,,,,,lost,1,
,,,,,locksmith,1,
,,,,,cancer,1,
,,,,,means,1,
,,,,,circumstances,1,
,,,,,exact,1,
,,,,,details,1,
